task_id,condition,run_number,correct,rubric_score,shae_c,response_length,tokens_used,wall_clock_seconds,task_type,meta_category,difficulty
T25,baseline,1,1,0.8,1.0,14005,4488,40.69,A5,A,hard
T25,baseline,2,1,1.0,1.0,24133,7854,65.84,A5,A,hard
T25,baseline,3,1,0.8,1.0,11741,3542,37.12,A5,A,hard
T25,baseline,4,1,0.8,1.0,15465,4427,42.66,A5,A,hard
T25,baseline,5,1,1.0,1.0,41980,11094,93.42,A5,A,hard
T25,chain-of-thought,1,1,0.8,1.0,4004,1281,19.11,A5,A,hard
T25,chain-of-thought,2,1,0.8,1.0,5030,1475,22.69,A5,A,hard
T25,chain-of-thought,3,1,0.8,1.0,5738,1898,22.91,A5,A,hard
T25,chain-of-thought,4,1,0.8,1.0,2995,802,10.45,A5,A,hard
T25,chain-of-thought,5,1,0.8,1.0,5087,1232,17.42,A5,A,hard
T25,arc-informed,1,1,1.0,1.0,3207,893,22.56,A5,A,hard
T25,arc-informed,2,1,0.8,1.0,3231,888,11.44,A5,A,hard
T25,arc-informed,3,1,1.0,1.0,3873,1056,13.92,A5,A,hard
T25,arc-informed,4,1,0.8,1.0,4503,1282,16.33,A5,A,hard
T25,arc-informed,5,1,0.8,1.0,4194,1058,14.59,A5,A,hard
T26,baseline,1,1,1.0,1.0,286,97,8.19,B1,B,easy
T26,baseline,2,1,1.0,1.0,200,76,1.94,B1,B,easy
T26,baseline,3,1,1.0,1.0,270,90,4.12,B1,B,easy
T26,baseline,4,1,1.0,1.0,303,96,2.33,B1,B,easy
T26,baseline,5,1,1.0,1.0,260,87,5.75,B1,B,easy
T26,chain-of-thought,1,1,1.0,1.0,1116,363,12.95,B1,B,easy
T26,chain-of-thought,2,1,1.0,1.0,1229,394,11.23,B1,B,easy
T26,chain-of-thought,3,1,1.0,1.0,1392,418,14.81,B1,B,easy
T26,chain-of-thought,4,1,1.0,1.0,1050,356,8.34,B1,B,easy
T26,chain-of-thought,5,1,1.0,1.0,1184,380,7.36,B1,B,easy
T26,arc-informed,1,1,1.0,1.0,1339,457,5.81,B1,B,easy
T26,arc-informed,2,1,1.0,1.0,1481,507,6.25,B1,B,easy
T26,arc-informed,3,1,1.0,1.0,1276,460,9.61,B1,B,easy
T26,arc-informed,4,1,1.0,1.0,1644,535,5.91,B1,B,easy
T26,arc-informed,5,1,1.0,1.0,1320,467,5.64,B1,B,easy
T27,baseline,1,1,1.0,1.0,305,92,4.31,B1,B,easy
T27,baseline,2,1,1.0,1.0,311,98,2.59,B1,B,easy
T27,baseline,3,1,1.0,1.0,267,89,2.27,B1,B,easy
T27,baseline,4,1,1.0,1.0,285,91,2.59,B1,B,easy
T27,baseline,5,1,1.0,1.0,296,91,6.95,B1,B,easy
T27,chain-of-thought,1,1,1.0,1.0,1022,334,13.23,B1,B,easy
T27,chain-of-thought,2,1,1.0,1.0,1170,375,18.5,B1,B,easy
T27,chain-of-thought,3,1,1.0,1.0,1125,342,6.48,B1,B,easy
T27,chain-of-thought,4,1,1.0,1.0,864,298,5.55,B1,B,easy
T27,chain-of-thought,5,1,1.0,1.0,1254,384,9.34,B1,B,easy
T27,arc-informed,1,1,1.0,1.0,1457,493,7.48,B1,B,easy
T27,arc-informed,2,1,1.0,1.0,2136,589,7.59,B1,B,easy
T27,arc-informed,3,1,1.0,1.0,1399,444,11.8,B1,B,easy
T27,arc-informed,4,1,1.0,1.0,1547,473,10.28,B1,B,easy
T27,arc-informed,5,1,1.0,1.0,1462,475,5.8,B1,B,easy
T28,baseline,1,1,1.0,1.0,1053,323,5.0,B1,B,easy
T28,baseline,2,1,1.0,1.0,1011,305,9.0,B1,B,easy
T28,baseline,3,1,1.0,1.0,1039,303,6.25,B1,B,easy
T28,baseline,4,1,1.0,1.0,1132,331,4.69,B1,B,easy
T28,baseline,5,1,1.0,1.0,939,292,6.11,B1,B,easy
T28,chain-of-thought,1,1,1.0,1.0,1897,627,6.81,B1,B,easy
T28,chain-of-thought,2,1,1.0,1.0,1562,567,11.16,B1,B,easy
T28,chain-of-thought,3,1,1.0,1.0,1612,577,6.22,B1,B,easy
T28,chain-of-thought,4,1,1.0,1.0,1460,525,7.72,B1,B,easy
T28,chain-of-thought,5,1,1.0,1.0,1642,575,6.33,B1,B,easy
T28,arc-informed,1,1,1.0,1.0,2257,721,10.47,B1,B,easy
T28,arc-informed,2,1,1.0,1.0,2677,810,9.14,B1,B,easy
T28,arc-informed,3,1,1.0,1.0,2065,629,7.14,B1,B,easy
T28,arc-informed,4,1,1.0,1.0,2677,787,9.16,B1,B,easy
T28,arc-informed,5,1,1.0,1.0,2383,721,8.77,B1,B,easy
T29,baseline,1,1,1.0,1.0,946,241,9.88,B1,B,easy
T29,baseline,2,1,1.0,1.0,1050,240,12.78,B1,B,easy
T29,baseline,3,1,1.0,1.0,947,220,5.98,B1,B,easy
T29,baseline,4,1,1.0,1.0,1084,257,15.5,B1,B,easy
T29,baseline,5,1,1.0,1.0,1113,266,6.08,B1,B,easy
T29,chain-of-thought,1,1,1.0,1.0,1996,509,8.33,B1,B,easy
T29,chain-of-thought,2,1,1.0,1.0,1992,521,8.61,B1,B,easy
T29,chain-of-thought,3,1,1.0,1.0,1824,517,6.28,B1,B,easy
T29,chain-of-thought,4,1,1.0,1.0,1818,503,6.48,B1,B,easy
T29,chain-of-thought,5,1,1.0,1.0,1492,443,5.91,B1,B,easy
T29,arc-informed,1,1,1.0,1.0,2191,657,10.78,B1,B,easy
T29,arc-informed,2,1,1.0,1.0,2127,606,7.58,B1,B,easy
T29,arc-informed,3,1,1.0,1.0,2488,690,8.52,B1,B,easy
T29,arc-informed,4,1,1.0,1.0,1773,535,6.5,B1,B,easy
T29,arc-informed,5,1,1.0,1.0,1971,583,6.61,B1,B,easy
T30,baseline,1,1,1.0,1.0,335,116,2.78,B1,B,easy
T30,baseline,2,1,1.0,1.0,173,67,1.83,B1,B,easy
T30,baseline,3,1,1.0,1.0,310,98,2.33,B1,B,easy
T30,baseline,4,1,1.0,1.0,325,100,2.5,B1,B,easy
T30,baseline,5,1,1.0,1.0,157,64,2.38,B1,B,easy
T30,chain-of-thought,1,1,1.0,1.0,972,311,6.19,B1,B,easy
T30,chain-of-thought,2,1,1.0,1.0,1102,353,18.95,B1,B,easy
T30,chain-of-thought,3,1,1.0,1.0,1062,347,8.86,B1,B,easy
T30,chain-of-thought,4,1,1.0,1.0,1275,377,9.23,B1,B,easy
T30,chain-of-thought,5,1,1.0,1.0,948,316,6.0,B1,B,easy
T30,arc-informed,1,1,1.0,1.0,1331,442,11.89,B1,B,easy
T30,arc-informed,2,1,1.0,1.0,1179,411,4.81,B1,B,easy
T30,arc-informed,3,1,1.0,1.0,1726,509,6.78,B1,B,easy
T30,arc-informed,4,1,1.0,1.0,1281,440,7.17,B1,B,easy
T30,arc-informed,5,1,1.0,1.0,1413,463,5.31,B1,B,easy
T31,baseline,1,1,1.0,1.0,105,67,3.78,B2,B,easy
T31,baseline,2,1,1.0,1.0,103,66,3.7,B2,B,easy
T31,baseline,3,1,1.0,1.0,110,68,7.17,B2,B,easy
T31,baseline,4,1,1.0,1.0,108,66,1.97,B2,B,easy
T31,baseline,5,1,1.0,1.0,105,72,3.72,B2,B,easy
T31,chain-of-thought,1,1,1.0,1.0,1019,435,4.7,B2,B,easy
T31,chain-of-thought,2,1,1.0,1.0,995,431,9.05,B2,B,easy
T31,chain-of-thought,3,1,1.0,1.0,1302,549,7.52,B2,B,easy
T31,chain-of-thought,4,1,1.0,1.0,1244,506,7.16,B2,B,easy
T31,chain-of-thought,5,1,1.0,1.0,1226,514,5.53,B2,B,easy
T31,arc-informed,1,1,1.0,1.0,1927,687,11.76,B2,B,easy
T31,arc-informed,2,1,1.0,1.0,1369,535,17.8,B2,B,easy
T31,arc-informed,3,1,1.0,1.0,1806,628,10.84,B2,B,easy
T31,arc-informed,4,1,1.0,1.0,1862,659,16.0,B2,B,easy
T31,arc-informed,5,1,1.0,1.0,1398,523,9.17,B2,B,easy
T32,baseline,1,1,1.0,1.0,799,302,9.66,B2,B,easy
T32,baseline,2,1,1.0,1.0,812,292,5.38,B2,B,easy
T32,baseline,3,1,1.0,1.0,747,266,4.14,B2,B,easy
T32,baseline,4,1,1.0,1.0,724,281,15.75,B2,B,easy
T32,baseline,5,1,1.0,1.0,687,269,4.47,B2,B,easy
T32,chain-of-thought,1,1,1.0,1.0,2564,750,18.3,B2,B,easy
T32,chain-of-thought,2,1,1.0,1.0,2384,723,12.05,B2,B,easy
T32,chain-of-thought,3,1,1.0,1.0,2255,715,12.06,B2,B,easy
T32,chain-of-thought,4,1,1.0,1.0,1704,580,12.91,B2,B,easy
T32,chain-of-thought,5,1,1.0,1.0,1649,593,24.39,B2,B,easy
T32,arc-informed,1,1,1.0,1.0,2252,707,9.39,B2,B,easy
T32,arc-informed,2,1,1.0,1.0,2669,819,15.24,B2,B,easy
T32,arc-informed,3,1,1.0,1.0,2692,846,9.53,B2,B,easy
T32,arc-informed,4,1,1.0,1.0,2329,749,8.81,B2,B,easy
T32,arc-informed,5,1,0.85,1.0,2996,897,13.0,B2,B,easy
T33,baseline,1,1,1.0,1.0,737,230,10.97,B2,B,medium
T33,baseline,2,1,1.0,1.0,663,206,10.34,B2,B,medium
T33,baseline,3,1,1.0,1.0,657,212,9.89,B2,B,medium
T33,baseline,4,1,1.0,1.0,686,211,9.39,B2,B,medium
T33,baseline,5,1,1.0,1.0,706,216,9.86,B2,B,medium
T33,chain-of-thought,1,1,0.8,1.0,2885,1028,9.97,B2,B,medium
T33,chain-of-thought,2,1,0.8,1.0,5197,1994,17.53,B2,B,medium
T33,chain-of-thought,3,1,0.8,1.0,2924,1005,11.72,B2,B,medium
T33,chain-of-thought,4,1,0.8,1.0,2931,969,15.03,B2,B,medium
T33,chain-of-thought,5,1,0.8,1.0,3148,1122,23.2,B2,B,medium
T33,arc-informed,1,1,0.8,1.0,1622,569,13.64,B2,B,medium
T33,arc-informed,2,1,0.8,1.0,1585,556,13.28,B2,B,medium
T33,arc-informed,3,1,0.8,1.0,1886,636,13.69,B2,B,medium
T33,arc-informed,4,1,0.8,1.0,1724,595,12.64,B2,B,medium
T33,arc-informed,5,1,0.8,1.0,2011,653,12.78,B2,B,medium
T34,baseline,1,1,1.0,1.0,638,205,6.47,B2,B,easy
T34,baseline,2,1,1.0,1.0,705,225,6.12,B2,B,easy
T34,baseline,3,1,1.0,1.0,608,205,8.55,B2,B,easy
T34,baseline,4,1,1.0,1.0,723,231,6.08,B2,B,easy
T34,baseline,5,1,0.8,1.0,600,214,8.59,B2,B,easy
T34,chain-of-thought,1,1,1.0,1.0,2097,666,12.75,B2,B,easy
T34,chain-of-thought,2,1,1.0,1.0,1916,612,23.39,B2,B,easy
T34,chain-of-thought,3,1,1.0,1.0,2141,701,14.12,B2,B,easy
T34,chain-of-thought,4,1,1.0,1.0,2285,696,15.61,B2,B,easy
T34,chain-of-thought,5,1,1.0,1.0,3056,845,13.08,B2,B,easy
T34,arc-informed,1,1,1.0,1.0,1955,670,8.42,B2,B,easy
T34,arc-informed,2,1,1.0,1.0,2072,705,8.62,B2,B,easy
T34,arc-informed,3,1,1.0,1.0,1735,600,7.33,B2,B,easy
T34,arc-informed,4,1,1.0,1.0,2067,686,8.22,B2,B,easy
T34,arc-informed,5,1,1.0,1.0,2023,682,12.58,B2,B,easy
T35,baseline,1,1,1.0,1.0,202,94,8.14,B2,B,medium
T35,baseline,2,1,1.0,1.0,210,93,15.12,B2,B,medium
T35,baseline,3,1,1.0,1.0,191,86,10.28,B2,B,medium
T35,baseline,4,1,1.0,1.0,222,94,16.81,B2,B,medium
T35,baseline,5,1,1.0,1.0,208,93,14.72,B2,B,medium
T35,chain-of-thought,1,1,1.0,1.0,1342,478,5.73,B2,B,medium
T35,chain-of-thought,2,1,1.0,1.0,1178,471,5.67,B2,B,medium
T35,chain-of-thought,3,1,1.0,1.0,1203,480,10.3,B2,B,medium
T35,chain-of-thought,4,1,1.0,1.0,1497,511,6.36,B2,B,medium
T35,chain-of-thought,5,1,1.0,1.0,1461,546,6.67,B2,B,medium
T35,arc-informed,1,1,1.0,1.0,1933,622,8.06,B2,B,medium
T35,arc-informed,2,1,1.0,1.0,1814,630,7.94,B2,B,medium
T35,arc-informed,3,1,1.0,1.0,2196,716,8.97,B2,B,medium
T35,arc-informed,4,1,1.0,1.0,2289,715,13.12,B2,B,medium
T35,arc-informed,5,1,1.0,1.0,1729,608,7.69,B2,B,medium
T36,baseline,1,1,1.0,1.0,321,218,2.53,B3,B,easy
T36,baseline,2,1,1.0,1.0,276,210,2.69,B3,B,easy
T36,baseline,3,1,1.0,1.0,359,226,2.69,B3,B,easy
T36,baseline,4,1,1.0,1.0,339,221,2.67,B3,B,easy
T36,baseline,5,1,1.0,1.0,230,205,8.88,B3,B,easy
T36,chain-of-thought,1,1,1.0,1.0,1173,473,8.89,B3,B,easy
T36,chain-of-thought,2,1,1.0,1.0,1191,472,8.12,B3,B,easy
T36,chain-of-thought,3,1,1.0,1.0,1233,487,8.83,B3,B,easy
T36,chain-of-thought,4,1,1.0,1.0,1290,505,8.08,B3,B,easy
T36,chain-of-thought,5,1,1.0,1.0,1088,450,12.41,B3,B,easy
T36,arc-informed,1,1,1.0,1.0,2694,908,10.12,B3,B,easy
T36,arc-informed,2,1,1.0,1.0,2715,956,14.27,B3,B,easy
T36,arc-informed,3,1,1.0,1.0,1898,670,15.53,B3,B,easy
T36,arc-informed,4,1,1.0,1.0,2618,844,11.06,B3,B,easy
T36,arc-informed,5,1,1.0,1.0,2771,943,16.83,B3,B,easy
T37,baseline,1,1,1.0,1.0,352,266,5.36,B3,B,easy
T37,baseline,2,1,1.0,1.0,342,263,5.12,B3,B,easy
T37,baseline,3,1,1.0,1.0,563,307,5.08,B3,B,easy
T37,baseline,4,1,1.0,1.0,340,264,3.42,B3,B,easy
T37,baseline,5,1,1.0,1.0,608,321,5.47,B3,B,easy
T37,chain-of-thought,1,1,1.0,1.0,1633,673,13.08,B3,B,easy
T37,chain-of-thought,2,1,1.0,1.0,1209,583,5.38,B3,B,easy
T37,chain-of-thought,3,1,1.0,1.0,1121,554,16.16,B3,B,easy
T37,chain-of-thought,4,1,1.0,1.0,1312,613,6.77,B3,B,easy
T37,chain-of-thought,5,1,1.0,1.0,1339,604,19.11,B3,B,easy
T37,arc-informed,1,1,1.0,1.0,2325,862,14.03,B3,B,easy
T37,arc-informed,2,1,1.0,1.0,2145,792,12.08,B3,B,easy
T37,arc-informed,3,1,1.0,1.0,2094,773,13.72,B3,B,easy
T37,arc-informed,4,1,1.0,1.0,2466,889,15.97,B3,B,easy
T37,arc-informed,5,1,1.0,1.0,1896,763,16.91,B3,B,easy
T38,baseline,1,1,1.0,1.0,1435,624,7.02,B3,B,medium
T38,baseline,2,1,1.0,1.0,1304,605,5.78,B3,B,medium
T38,baseline,3,1,1.0,1.0,1243,587,12.31,B3,B,medium
T38,baseline,4,1,1.0,1.0,1398,615,6.09,B3,B,medium
T38,baseline,5,1,1.0,1.0,1536,658,9.72,B3,B,medium
T38,chain-of-thought,1,1,1.0,1.0,2355,1070,17.3,B3,B,medium
T38,chain-of-thought,2,1,1.0,1.0,2372,1048,12.7,B3,B,medium
T38,chain-of-thought,3,1,1.0,1.0,2332,1011,13.23,B3,B,medium
T38,chain-of-thought,4,1,1.0,1.0,2142,993,16.59,B3,B,medium
T38,chain-of-thought,5,1,1.0,1.0,2158,937,11.47,B3,B,medium
T38,arc-informed,1,1,1.0,1.0,3076,1108,13.25,B3,B,medium
T38,arc-informed,2,1,1.0,1.0,2843,1109,11.25,B3,B,medium
T38,arc-informed,3,1,1.0,1.0,3305,1157,13.41,B3,B,medium
T38,arc-informed,4,1,1.0,1.0,3276,1157,13.59,B3,B,medium
T38,arc-informed,5,1,1.0,1.0,2886,1057,10.27,B3,B,medium
T39,baseline,1,1,1.0,1.0,520,308,4.97,B3,B,easy
T39,baseline,2,1,1.0,1.0,978,387,8.84,B3,B,easy
T39,baseline,3,1,1.0,1.0,1050,411,4.58,B3,B,easy
T39,baseline,4,1,1.0,1.0,492,302,3.14,B3,B,easy
T39,baseline,5,1,1.0,1.0,491,300,5.28,B3,B,easy
T39,chain-of-thought,1,1,1.0,1.0,1613,633,13.5,B3,B,easy
T39,chain-of-thought,2,1,1.0,1.0,1694,642,9.14,B3,B,easy
T39,chain-of-thought,3,1,1.0,1.0,1476,623,22.72,B3,B,easy
T39,chain-of-thought,4,1,1.0,1.0,1520,600,8.2,B3,B,easy
T39,chain-of-thought,5,1,1.0,1.0,1650,642,8.62,B3,B,easy
T39,arc-informed,1,1,1.0,1.0,2245,816,14.0,B3,B,easy
T39,arc-informed,2,1,1.0,1.0,2481,846,15.38,B3,B,easy
T39,arc-informed,3,1,1.0,1.0,2329,814,7.52,B3,B,easy
T39,arc-informed,4,1,1.0,1.0,2949,939,16.41,B3,B,easy
T39,arc-informed,5,1,1.0,1.0,2334,835,7.94,B3,B,easy
T40,baseline,1,1,0.7,1.0,1313,574,5.86,B3,B,easy
T40,baseline,2,1,1.0,1.0,1288,543,10.62,B3,B,easy
T40,baseline,3,1,0.7,1.0,1264,549,5.27,B3,B,easy
T40,baseline,4,1,0.7,1.0,1206,534,5.58,B3,B,easy
T40,baseline,5,1,0.7,1.0,1237,547,10.48,B3,B,easy
T40,chain-of-thought,1,1,0.7,1.0,2012,793,8.0,B3,B,easy
T40,chain-of-thought,2,1,0.7,1.0,1976,808,7.75,B3,B,easy
T40,chain-of-thought,3,1,0.7,1.0,1793,810,7.52,B3,B,easy
T40,chain-of-thought,4,1,0.7,1.0,2226,895,8.89,B3,B,easy
T40,chain-of-thought,5,1,0.7,1.0,1712,763,6.84,B3,B,easy
T40,arc-informed,1,1,0.7,1.0,2651,1033,9.84,B3,B,easy
T40,arc-informed,2,1,0.7,1.0,2691,991,11.59,B3,B,easy
T40,arc-informed,3,1,0.7,1.0,2815,1004,12.31,B3,B,easy
T40,arc-informed,4,1,0.7,1.0,2641,1016,10.09,B3,B,easy
T40,arc-informed,5,1,0.7,1.0,3161,1076,15.59,B3,B,easy
T41,baseline,1,1,1.0,1.0,1213,511,6.45,C1,C,easy
T41,baseline,2,1,1.0,1.0,1268,528,7.12,C1,C,easy
T41,baseline,3,1,1.0,1.0,1222,512,5.58,C1,C,easy
T41,baseline,4,1,1.0,1.0,1254,515,5.19,C1,C,easy
T41,baseline,5,1,1.0,1.0,1226,512,4.61,C1,C,easy
T41,chain-of-thought,1,1,1.0,1.0,2141,976,20.76,C1,C,easy
T41,chain-of-thought,2,1,1.0,1.0,2093,898,9.64,C1,C,easy
T41,chain-of-thought,3,1,1.0,1.0,2169,962,12.64,C1,C,easy
T41,chain-of-thought,4,1,1.0,1.0,3228,1370,11.58,C1,C,easy
T41,chain-of-thought,5,1,1.0,1.0,2478,1004,8.19,C1,C,easy
T41,arc-informed,1,1,1.0,1.0,2640,973,9.33,C1,C,easy
T41,arc-informed,2,1,1.0,1.0,2648,1005,16.0,C1,C,easy
T41,arc-informed,3,1,1.0,1.0,2889,1126,9.64,C1,C,easy
T41,arc-informed,4,1,1.0,1.0,2833,1030,9.47,C1,C,easy
T41,arc-informed,5,1,1.0,1.0,2583,972,8.59,C1,C,easy
T42,baseline,1,1,1.0,1.0,1413,678,8.0,C1,C,easy
T42,baseline,2,1,1.0,1.0,1401,682,10.38,C1,C,easy
T42,baseline,3,1,1.0,1.0,1453,677,5.61,C1,C,easy
T42,baseline,4,1,1.0,1.0,1367,672,5.36,C1,C,easy
T42,baseline,5,1,1.0,1.0,1394,667,5.69,C1,C,easy
T42,chain-of-thought,1,1,1.0,1.0,2394,1223,9.44,C1,C,easy
T42,chain-of-thought,2,1,1.0,1.0,2161,1209,11.23,C1,C,easy
T42,chain-of-thought,3,1,1.0,1.0,1725,1010,9.44,C1,C,easy
T42,chain-of-thought,4,1,1.0,1.0,2383,1285,11.31,C1,C,easy
T42,chain-of-thought,5,1,1.0,1.0,2604,1396,16.72,C1,C,easy
T42,arc-informed,1,1,1.0,1.0,2545,1000,10.94,C1,C,easy
T42,arc-informed,2,1,1.0,1.0,2639,1019,12.33,C1,C,easy
T42,arc-informed,3,1,1.0,1.0,2678,1005,14.09,C1,C,easy
T42,arc-informed,4,1,1.0,1.0,2652,1002,24.92,C1,C,easy
T42,arc-informed,5,1,1.0,1.0,2594,1071,12.41,C1,C,easy
T43,baseline,1,1,1.0,1.0,1642,679,6.78,C1,C,medium
T43,baseline,2,1,1.0,1.0,2040,811,7.66,C1,C,medium
T43,baseline,3,1,1.0,1.0,1826,717,11.14,C1,C,medium
T43,baseline,4,1,1.0,1.0,1874,740,13.86,C1,C,medium
T43,baseline,5,1,1.0,1.0,1922,742,6.86,C1,C,medium
T43,chain-of-thought,1,1,1.0,1.0,2306,948,9.95,C1,C,medium
T43,chain-of-thought,2,1,1.0,1.0,3537,1279,13.27,C1,C,medium
T43,chain-of-thought,3,1,1.0,1.0,2301,945,8.19,C1,C,medium
T43,chain-of-thought,4,1,1.0,1.0,2580,1051,9.67,C1,C,medium
T43,chain-of-thought,5,1,1.0,1.0,3558,1363,11.41,C1,C,medium
T43,arc-informed,1,1,1.0,1.0,3363,1267,16.98,C1,C,medium
T43,arc-informed,2,1,1.0,1.0,3156,1189,19.5,C1,C,medium
T43,arc-informed,3,1,1.0,1.0,3614,1280,19.48,C1,C,medium
T43,arc-informed,4,1,1.0,1.0,3362,1161,19.42,C1,C,medium
T43,arc-informed,5,1,1.0,1.0,3038,1151,24.92,C1,C,medium
T44,baseline,1,1,1.0,1.0,1546,569,9.76,C1,C,easy
T44,baseline,2,1,1.0,1.0,1533,564,5.08,C1,C,easy
T44,baseline,3,1,1.0,1.0,1438,535,4.75,C1,C,easy
T44,baseline,4,1,1.0,1.0,1561,558,5.27,C1,C,easy
T44,baseline,5,1,1.0,1.0,1604,577,9.75,C1,C,easy
T44,chain-of-thought,1,1,1.0,1.0,2085,860,7.2,C1,C,easy
T44,chain-of-thought,2,1,1.0,1.0,2169,888,7.38,C1,C,easy
T44,chain-of-thought,3,1,1.0,1.0,2389,919,13.98,C1,C,easy
T44,chain-of-thought,4,1,1.0,1.0,2090,851,18.23,C1,C,easy
T44,chain-of-thought,5,1,1.0,1.0,2167,872,10.0,C1,C,easy
T44,arc-informed,1,1,1.0,1.0,2615,965,9.44,C1,C,easy
T44,arc-informed,2,1,1.0,1.0,2934,1027,10.67,C1,C,easy
T44,arc-informed,3,1,1.0,1.0,2708,1013,9.66,C1,C,easy
T44,arc-informed,4,1,1.0,1.0,2957,1081,14.3,C1,C,easy
T44,arc-informed,5,1,1.0,1.0,2660,959,8.7,C1,C,easy
T45,baseline,1,1,1.0,1.0,2347,936,11.81,C1,C,medium
T45,baseline,2,1,1.0,1.0,1796,735,12.44,C1,C,medium
T45,baseline,3,1,1.0,1.0,2989,1184,15.98,C1,C,medium
T45,baseline,4,1,1.0,1.0,2602,979,11.81,C1,C,medium
T45,baseline,5,1,1.0,1.0,1671,712,12.59,C1,C,medium
T45,chain-of-thought,1,1,1.0,1.0,3175,1253,13.25,C1,C,medium
T45,chain-of-thought,2,1,1.0,1.0,2825,1110,9.03,C1,C,medium
T45,chain-of-thought,3,1,1.0,1.0,3931,1461,12.81,C1,C,medium
T45,chain-of-thought,4,1,1.0,1.0,5001,1790,16.72,C1,C,medium
T45,chain-of-thought,5,1,1.0,1.0,3040,1193,10.34,C1,C,medium
T45,arc-informed,1,1,1.0,1.0,3009,1165,9.62,C1,C,medium
T45,arc-informed,2,1,1.0,1.0,3224,1237,10.39,C1,C,medium
T45,arc-informed,3,1,1.0,1.0,2899,1189,10.92,C1,C,medium
T45,arc-informed,4,1,1.0,1.0,3244,1246,15.36,C1,C,medium
T45,arc-informed,5,1,1.0,1.0,3124,1176,14.78,C1,C,medium
T46,baseline,1,1,1.0,1.0,1927,771,6.86,C2,C,easy
T46,baseline,2,1,1.0,1.0,1883,770,6.36,C2,C,easy
T46,baseline,3,1,1.0,1.0,1288,590,6.09,C2,C,easy
T46,baseline,4,1,1.0,1.0,1332,607,5.67,C2,C,easy
T46,baseline,5,1,1.0,1.0,1773,742,6.44,C2,C,easy
T46,chain-of-thought,1,1,1.0,1.0,2128,933,16.39,C2,C,easy
T46,chain-of-thought,2,1,1.0,1.0,2454,989,17.02,C2,C,easy
T46,chain-of-thought,3,1,1.0,1.0,1910,848,12.24,C2,C,easy
T46,chain-of-thought,4,1,1.0,1.0,2065,898,11.08,C2,C,easy
T46,chain-of-thought,5,1,1.0,1.0,2235,940,14.08,C2,C,easy
T46,arc-informed,1,1,1.0,1.0,3374,1217,15.91,C2,C,easy
T46,arc-informed,2,1,1.0,1.0,3540,1225,18.06,C2,C,easy
T46,arc-informed,3,1,1.0,1.0,3219,1136,15.3,C2,C,easy
T46,arc-informed,4,1,1.0,1.0,3435,1239,16.97,C2,C,easy
T46,arc-informed,5,1,1.0,1.0,3678,1303,17.69,C2,C,easy
T47,baseline,1,1,1.0,1.0,3450,1066,16.95,C2,C,medium
T47,baseline,2,1,1.0,1.0,3806,1234,16.92,C2,C,medium
T47,baseline,3,1,1.0,1.0,3937,1246,18.38,C2,C,medium
T47,baseline,4,1,1.0,1.0,2989,943,14.75,C2,C,medium
T47,baseline,5,1,1.0,1.0,4364,1323,19.56,C2,C,medium
T47,chain-of-thought,1,1,1.0,1.0,3119,1053,10.42,C2,C,medium
T47,chain-of-thought,2,1,1.0,1.0,3409,1138,11.47,C2,C,medium
T47,chain-of-thought,3,1,1.0,1.0,4341,1305,14.98,C2,C,medium
T47,chain-of-thought,4,1,1.0,1.0,3307,1111,12.28,C2,C,medium
T47,chain-of-thought,5,1,1.0,1.0,4810,1479,18.88,C2,C,medium
T47,arc-informed,1,1,1.0,1.0,4318,1330,13.02,C2,C,medium
T47,arc-informed,2,1,1.0,1.0,4893,1510,17.59,C2,C,medium
T47,arc-informed,3,1,1.0,1.0,4421,1363,14.45,C2,C,medium
T47,arc-informed,4,1,1.0,1.0,5126,1523,15.92,C2,C,medium
T47,arc-informed,5,1,1.0,1.0,6053,1825,21.34,C2,C,medium
T48,baseline,1,1,1.0,1.0,1813,589,8.36,C2,C,medium
T48,baseline,2,1,1.0,1.0,2368,737,21.14,C2,C,medium
T48,baseline,3,1,1.0,1.0,1848,626,9.33,C2,C,medium
T48,baseline,4,1,1.0,1.0,3148,981,15.44,C2,C,medium
T48,baseline,5,1,1.0,1.0,2069,681,10.03,C2,C,medium
T48,chain-of-thought,1,1,1.0,1.0,3197,1036,16.11,C2,C,medium
T48,chain-of-thought,2,1,1.0,1.0,4745,1544,21.02,C2,C,medium
T48,chain-of-thought,3,1,1.0,1.0,3342,1127,16.5,C2,C,medium
T48,chain-of-thought,4,1,1.0,1.0,3397,1083,15.38,C2,C,medium
T48,chain-of-thought,5,1,1.0,1.0,2404,839,16.14,C2,C,medium
T48,arc-informed,1,1,1.0,1.0,3472,1095,12.09,C2,C,medium
T48,arc-informed,2,1,1.0,1.0,3886,1222,15.22,C2,C,medium
T48,arc-informed,3,1,1.0,1.0,4201,1256,12.75,C2,C,medium
T48,arc-informed,4,1,1.0,1.0,3918,1185,11.78,C2,C,medium
T48,arc-informed,5,1,1.0,1.0,4471,1371,18.44,C2,C,medium
T49,baseline,1,1,1.0,1.0,2682,999,18.67,C2,C,hard
T49,baseline,2,1,1.0,1.0,2954,1109,19.91,C2,C,hard
T49,baseline,3,1,1.0,1.0,3405,1338,24.53,C2,C,hard
T49,baseline,4,1,1.0,1.0,2801,1054,13.64,C2,C,hard
T49,baseline,5,1,1.0,1.0,2976,1108,15.83,C2,C,hard
T49,chain-of-thought,1,1,1.0,1.0,3369,1321,12.02,C2,C,hard
